CustomerID,Age,Gender,AnnualIncome,SpendingScore,ProductCategory,Membership,PurchaseFrequency,SatisfactionScore
16422,41,Male,138398,58,Books,Gold,7,4
16423,25,Female,101767,27,Home Decor,Silver,14,1
16424,45,Male,38840,80,Home Decor,Basic,16,2
16425,38,Female,110676,79,Electronics,Basic,13,1
16426,33,Male,95144,49,Groceries,Silver,12,4
16427,33,Male,81609,63,Home Decor,Silver,10,4
16428,52,Male,126739,51,Electronics,Platinum,8,3
16429,34,Male,122171,24,Groceries,Gold,13,5
16430,26,Female,40388,57,Groceries,Silver,9,1
16431,52,Male,115292,45,Fashion,Gold,10,1
16432,69,Female,68186,50,Books,Platinum,13,3
16433,46,Male,75199,33,Books,Basic,6,5
16434,56,Male,96712,78,Electronics,Platinum,8,3
16435,35,Male,136810,75,Books,Basic,5,4
16436,29,Male,111640,26,Books,Basic,14,1
16437,36,Female,85905,76,Home Decor,Gold,7,1
16438,65,Female,80628,98,Electronics,Basic,11,2
16439,39,Male,71325,37,Electronics,Basic,10,1
16440,66,Female,111287,91,Books,Basic,14,5
16441,69,Female,97376,80,Books,Basic,8,4
16442,32,Male,128659,12,Books,Silver,7,3
16443,18,Male,108663,47,Groceries,Silver,16,1
16444,19,Female,64553,29,Electronics,Silver,17,1
16445,25,Female,41983,66,Groceries,Silver,10,3
16446,39,Male,33147,6,Books,Platinum,15,3
16447,42,Male,100433,10,Books,Platinum,9,2
16448,19,Male,66688,97,Electronics,Platinum,18,3
16449,68,Male,51483,2,Home Decor,Basic,8,4
16450,26,Male,63582,82,Home Decor,Gold,14,1
16451,26,Male,101893,49,Electronics,Basic,14,4
16452,30,Male,136309,16,Electronics,Basic,10,4
16453,23,Male,106208,70,Groceries,Platinum,10,3
16454,47,Male,69506,79,Home Decor,Platinum,7,3
16455,32,Male,28249,14,Fashion,Platinum,14,1
16456,68,Female,116748,63,Groceries,Silver,6,3
16457,32,Female,140011,3,Fashion,Silver,14,3
16458,67,Female,93207,41,Fashion,Gold,7,1
16459,24,Male,56141,8,Electronics,Silver,7,5
16460,28,Female,76664,46,Home Decor,Basic,10,1
16461,57,Male,138043,37,Home Decor,Platinum,7,4
16462,55,Male,48791,83,Books,Silver,7,2
16463,57,Male,41968,66,Groceries,Gold,10,4
16464,19,Female,38639,37,Groceries,Gold,7,1
16465,68,Male,142591,37,Electronics,Silver,11,4
16466,65,Male,127322,3,Home Decor,Platinum,12,5
16467,56,Female,93196,60,Electronics,Silver,7,3
16468,27,Male,94499,98,Groceries,Silver,11,4
16469,61,Female,132238,98,Books,Gold,10,3
16470,34,Female,25755,37,Electronics,Basic,12,4
16471,24,Male,118984,33,Electronics,Basic,9,5
16472,57,Female,101008,86,Groceries,Gold,14,3
16473,56,Female,118875,65,Home Decor,Basic,7,4
16474,21,Male,86877,45,Groceries,Platinum,18,2
16475,52,Male,48170,48,Books,Silver,12,5
16476,68,Male,38963,64,Home Decor,Basic,7,3
16477,64,Male,51961,60,Books,Gold,13,2
16478,53,Female,138918,19,Groceries,Platinum,12,4
16479,48,Male,118654,59,Home Decor,Basic,5,1
16480,42,Female,82013,42,Groceries,Basic,9,5
16481,58,Male,134566,15,Electronics,Gold,12,4
16482,30,Female,74902,51,Electronics,Basic,10,5
16483,35,Male,132447,82,Home Decor,Platinum,11,2
16484,38,Female,52441,80,Home Decor,Basic,7,3
16485,65,Male,22691,35,Books,Platinum,12,3
16486,18,Female,73447,60,Groceries,Basic,10,3
16487,53,Male,59154,11,Books,Platinum,11,5
16488,67,Female,33453,7,Groceries,Basic,15,5
16489,25,Male,105240,30,Fashion,Silver,13,1
16490,69,Male,96629,46,Books,Basic,16,1
16491,65,Male,109750,5,Home Decor,Silver,6,4
16492,38,Male,71032,66,Electronics,Platinum,11,4
16493,60,Male,25923,45,Groceries,Platinum,12,3
16494,69,Female,111124,1,Books,Basic,7,4
16495,38,Female,140304,19,Groceries,Silver,21,5
16496,44,Female,79481,55,Books,Platinum,2,5
16497,36,Male,79159,47,Home Decor,Platinum,9,2
16498,40,Male,34929,23,Fashion,Platinum,12,5
16499,68,Female,74292,38,Books,Silver,10,5
16500,67,Male,109150,16,Groceries,Platinum,11,5
16501,68,Female,81742,14,Books,Basic,6,1
16502,60,Male,73572,68,Books,Basic,10,3
16503,52,Female,65838,6,Groceries,Platinum,11,2
16504,57,Female,62910,4,Books,Gold,8,1
16505,69,Female,120057,69,Electronics,Platinum,15,2
16506,68,Male,100131,35,Fashion,Platinum,7,4
16507,59,Female,141726,26,Home Decor,Platinum,12,3
16508,65,Female,81059,9,Fashion,Platinum,11,2
16509,22,Male,103115,49,Books,Platinum,6,3
16510,69,Male,53393,69,Books,Platinum,4,4
16511,58,Male,77788,25,Fashion,Basic,14,5
16512,25,Female,76510,45,Fashion,Basic,10,5
16513,28,Male,126578,82,Groceries,Silver,9,4
16514,33,Male,36537,30,Groceries,Gold,8,2
16515,56,Male,126929,60,Home Decor,Gold,16,2
16516,64,Male,40896,32,Fashion,Gold,13,4
16517,41,Male,109987,99,Electronics,Gold,8,5
16518,38,Female,97496,84,Fashion,Platinum,10,4
16519,69,Female,92942,31,Fashion,Platinum,7,2
16520,40,Male,25949,84,Fashion,Gold,13,4
16521,66,Male,132741,91,Books,Silver,11,5
16522,55,Male,144759,50,Fashion,Gold,6,5
16523,64,Female,67070,61,Fashion,Silver,11,2
16524,25,Female,89793,17,Books,Basic,8,1
16525,24,Female,118081,51,Home Decor,Silver,11,1
16526,19,Male,94369,15,Books,Platinum,6,4
16527,47,Female,57162,12,Home Decor,Silver,15,4
16528,30,Female,38759,11,Electronics,Silver,9,4
16529,40,Female,62416,72,Electronics,Gold,14,2
16530,46,Male,28724,67,Books,Basic,13,5
16531,55,Female,76971,97,Groceries,Silver,4,3
16532,54,Female,116803,25,Groceries,Gold,9,2
16533,37,Female,92570,38,Home Decor,Gold,11,2
16534,50,Male,44320,81,Home Decor,Gold,12,5
16535,46,Female,72731,96,Electronics,Basic,14,4
16536,67,Male,34761,49,Electronics,Silver,13,1
16537,32,Male,131974,22,Groceries,Gold,6,1
16538,40,Female,117423,67,Electronics,Basic,7,2
16539,59,Male,40016,24,Books,Platinum,8,2
16540,20,Female,68645,84,Books,Platinum,7,1
16541,54,Female,46747,62,Electronics,Basic,5,2
16542,46,Male,28928,15,Home Decor,Basic,13,2
16543,62,Female,71178,45,Fashion,Basic,12,1
16544,25,Female,100652,41,Books,Gold,9,1
16545,39,Female,42700,6,Books,Gold,7,3
16546,46,Male,137256,50,Electronics,Basic,6,3
16547,19,Male,65794,42,Groceries,Silver,13,5
16548,58,Male,105659,66,Books,Gold,12,4
16549,66,Female,85215,97,Home Decor,Platinum,7,5
16550,67,Female,37825,78,Groceries,Platinum,11,5
16551,62,Male,104127,60,Fashion,Platinum,13,5
16552,18,Male,78486,8,Home Decor,Silver,16,3
16553,61,Female,70112,82,Electronics,Gold,11,2
16554,37,Male,127366,9,Groceries,Gold,5,3
16555,69,Female,20088,57,Books,Gold,12,4
16556,38,Male,41171,74,Home Decor,Basic,11,2
16557,54,Female,129897,27,Books,Platinum,5,1
16558,25,Female,63457,40,Electronics,Silver,11,3
16559,44,Female,95907,74,Home Decor,Platinum,8,1
16560,64,Male,68664,83,Electronics,Silver,13,3
16561,52,Female,95343,28,Home Decor,Platinum,11,1
16562,23,Male,71262,77,Home Decor,Platinum,8,2
16563,62,Female,95559,89,Books,Platinum,12,4
16564,61,Female,85643,25,Books,Platinum,8,2
16565,36,Female,142692,10,Books,Gold,14,5
16566,35,Male,128215,31,Home Decor,Basic,17,2
16567,18,Female,105654,5,Books,Basic,13,3
16568,42,Male,111731,78,Home Decor,Basic,8,4
16569,44,Female,25506,79,Home Decor,Basic,6,1
16570,24,Female,88991,28,Groceries,Gold,12,1
16571,61,Male,75616,73,Books,Platinum,10,1
16572,59,Male,86541,72,Electronics,Silver,9,4
16573,46,Female,66973,13,Fashion,Silver,6,4
16574,48,Male,102226,71,Books,Platinum,11,2
16575,61,Female,84247,68,Home Decor,Basic,7,2
16576,60,Male,32568,21,Electronics,Basic,10,2
16577,53,Female,143087,17,Home Decor,Basic,11,2
16578,36,Male,49480,53,Groceries,Gold,7,1
16579,23,Male,100388,2,Electronics,Gold,11,3
16580,42,Male,143619,33,Electronics,Gold,8,5
16581,48,Male,35551,34,Groceries,Basic,9,4
16582,26,Female,83109,8,Home Decor,Basic,5,4
16583,37,Male,138347,92,Groceries,Platinum,10,2
16584,27,Male,118093,73,Groceries,Platinum,12,4
16585,54,Male,45494,50,Fashion,Platinum,5,5
16586,44,Female,80013,1,Books,Gold,2,2
16587,30,Female,48837,94,Groceries,Platinum,10,2
16588,58,Male,88484,45,Electronics,Silver,12,3
16589,19,Female,82524,32,Electronics,Platinum,9,4
16590,67,Female,120993,62,Home Decor,Silver,10,4
16591,38,Male,71202,95,Electronics,Gold,11,1
16592,50,Female,83464,68,Fashion,Silver,6,5
16593,41,Male,135334,36,Groceries,Silver,8,1
16594,61,Male,75641,15,Home Decor,Basic,13,4
16595,59,Female,87019,78,Fashion,Platinum,12,3
16596,51,Female,55249,49,Books,Platinum,12,5
16597,26,Male,86491,18,Groceries,Gold,8,5
16598,19,Male,69132,11,Home Decor,Platinum,7,2
16599,47,Male,139744,77,Home Decor,Silver,11,5
16600,39,Female,119008,80,Groceries,Basic,13,1
16601,63,Female,34688,15,Electronics,Gold,12,1
16602,28,Female,34397,75,Groceries,Silver,9,2
16603,60,Female,129812,11,Home Decor,Basic,2,3
16604,34,Male,117254,91,Home Decor,Platinum,11,4
16605,53,Female,110619,55,Home Decor,Silver,15,4
16606,30,Female,54868,59,Home Decor,Silver,12,3
16607,24,Female,107560,68,Groceries,Silver,5,5
16608,33,Male,99488,90,Home Decor,Gold,11,5
16609,50,Female,106414,63,Electronics,Gold,18,2
16610,62,Male,99704,57,Home Decor,Platinum,7,3
16611,18,Female,74379,26,Books,Basic,9,4
16612,28,Male,131395,15,Home Decor,Gold,9,1
16613,23,Male,79785,77,Fashion,Basic,11,5
16614,37,Male,48022,86,Electronics,Gold,13,1
16615,52,Male,123985,85,Books,Platinum,17,2
16616,61,Female,68542,11,Fashion,Basic,9,2
16617,54,Female,116754,58,Electronics,Silver,13,4
16618,58,Female,76019,66,Home Decor,Platinum,12,4
16619,43,Male,142948,75,Home Decor,Platinum,11,1
16620,29,Male,38907,90,Home Decor,Platinum,9,4
16621,47,Male,32385,41,Home Decor,Gold,11,4
16622,45,Male,119942,15,Electronics,Platinum,16,4
16623,44,Female,105861,77,Groceries,Platinum,11,1
16624,59,Female,110127,79,Fashion,Silver,18,5
16625,36,Male,74350,56,Home Decor,Silver,10,3
16626,22,Female,109832,51,Home Decor,Gold,9,4
16627,22,Male,62726,50,Groceries,Platinum,6,2
16628,58,Female,72521,19,Electronics,Platinum,7,2
16629,44,Female,42937,44,Groceries,Basic,12,3
16630,45,Male,138429,75,Home Decor,Gold,10,5
16631,43,Female,117537,76,Home Decor,Silver,10,5
16632,44,Male,112098,87,Groceries,Gold,8,2
16633,69,Female,86770,1,Fashion,Silver,11,1
16634,66,Male,52951,94,Electronics,Gold,5,5
16635,59,Male,71095,39,Books,Platinum,7,5
16636,38,Male,67298,23,Groceries,Platinum,12,5
16637,18,Female,69191,89,Electronics,Platinum,15,5
16638,45,Female,78046,44,Groceries,Platinum,13,2
16639,65,Male,92132,21,Electronics,Silver,8,2
16640,32,Male,62298,28,Fashion,Platinum,13,5
16641,34,Female,121343,11,Fashion,Silver,9,2
16642,43,Male,140892,24,Electronics,Silver,15,2
16643,37,Male,95443,12,Electronics,Silver,15,3
16644,42,Female,145406,60,Electronics,Silver,6,5
16645,30,Male,93547,67,Groceries,Gold,6,5
16646,50,Male,81162,33,Home Decor,Gold,5,4
16647,42,Male,71235,77,Books,Silver,11,3
16648,25,Female,144131,66,Groceries,Platinum,8,2
16649,22,Female,77886,42,Fashion,Gold,7,5
16650,23,Male,44288,44,Fashion,Platinum,11,1
16651,40,Male,139930,57,Electronics,Gold,10,2
16652,69,Female,120614,16,Fashion,Platinum,5,3
16653,47,Male,112282,84,Electronics,Silver,11,5
16654,31,Male,55033,96,Fashion,Gold,6,2
16655,40,Male,91001,87,Groceries,Gold,14,4
16656,28,Female,143155,62,Electronics,Platinum,9,1
16657,48,Female,68225,10,Home Decor,Platinum,7,5
16658,23,Female,123328,63,Home Decor,Silver,7,2
16659,28,Male,64498,23,Books,Basic,8,5
16660,30,Male,65968,81,Groceries,Basic,14,2
16661,29,Female,101898,50,Groceries,Basic,6,4
16662,19,Male,140292,72,Home Decor,Silver,8,3
16663,52,Female,112165,4,Electronics,Gold,9,5
16664,53,Male,140954,72,Home Decor,Gold,14,1
16665,34,Female,143989,23,Fashion,Basic,5,3
16666,45,Female,111877,34,Groceries,Basic,11,3
16667,45,Female,68630,54,Books,Silver,10,5
16668,39,Male,31344,97,Books,Platinum,10,3
16669,55,Male,59827,14,Groceries,Platinum,14,2
16670,24,Female,53129,85,Books,Silver,17,4
16671,32,Male,60361,4,Home Decor,Basic,9,4
16672,49,Female,63710,90,Books,Gold,10,3
16673,28,Female,126238,82,Fashion,Basic,9,2
16674,41,Female,114248,46,Electronics,Gold,10,3
16675,20,Female,25849,37,Books,Silver,8,3
16676,47,Male,58235,65,Books,Platinum,10,4
16677,23,Female,138897,62,Fashion,Gold,6,4
16678,19,Male,58764,67,Fashion,Basic,3,1
16679,31,Female,26343,91,Fashion,Gold,5,2
16680,58,Female,101898,59,Groceries,Platinum,10,1
16681,35,Female,33446,80,Groceries,Silver,7,1
16682,68,Female,67302,55,Home Decor,Silver,14,2
16683,61,Female,44732,36,Fashion,Basic,17,4
16684,48,Female,58210,23,Home Decor,Platinum,6,3
16685,30,Female,140719,32,Home Decor,Basic,9,5
16686,43,Male,136222,78,Fashion,Basic,9,4
16687,61,Male,133969,48,Books,Platinum,5,2
16688,29,Male,135537,39,Books,Silver,7,5
16689,35,Male,65099,11,Books,Platinum,4,4
16690,26,Male,115948,61,Electronics,Silver,6,1
16691,66,Female,32062,3,Groceries,Basic,8,5
16692,38,Female,75618,15,Home Decor,Basic,9,1
16693,65,Male,77565,8,Home Decor,Silver,12,2
16694,66,Female,96034,90,Electronics,Silver,15,2
16695,57,Female,77945,84,Fashion,Gold,10,3
16696,60,Female,98438,45,Electronics,Platinum,12,5
16697,41,Male,127489,50,Fashion,Gold,10,1
16698,51,Male,101253,66,Books,Basic,12,5
16699,25,Male,112876,33,Home Decor,Silver,5,3
16700,61,Female,100714,49,Fashion,Gold,12,3
16701,50,Male,100740,17,Electronics,Platinum,9,3
16702,40,Female,95014,41,Groceries,Silver,15,5
16703,30,Female,105994,19,Fashion,Basic,16,2
16704,66,Female,24122,76,Home Decor,Basic,9,4
16705,31,Female,94758,11,Home Decor,Silver,14,4
16706,31,Female,66343,60,Home Decor,Platinum,10,3
16707,33,Male,137091,21,Groceries,Silver,12,5
16708,66,Male,108617,44,Groceries,Gold,2,3
16709,55,Male,99068,91,Books,Silver,15,4
16710,56,Female,40308,23,Books,Platinum,10,1
16711,43,Male,41657,79,Groceries,Platinum,10,2
16712,43,Male,116828,86,Books,Silver,14,2
16713,18,Female,110387,13,Home Decor,Platinum,8,5
16714,49,Male,93948,46,Electronics,Gold,13,3
16715,32,Female,115822,53,Groceries,Gold,8,4
16716,69,Female,27254,57,Books,Silver,11,5
16717,38,Female,126062,55,Fashion,Gold,15,5
16718,35,Female,44626,11,Groceries,Basic,7,4
16719,47,Male,143721,81,Electronics,Gold,14,1
16720,30,Male,44449,15,Groceries,Silver,10,3
16721,41,Female,65295,40,Books,Platinum,13,5
16722,47,Male,97171,98,Groceries,Platinum,7,2
16723,19,Male,143007,15,Fashion,Silver,13,5
16724,36,Female,145725,13,Fashion,Gold,5,1
16725,64,Female,71428,29,Fashion,Gold,11,4
16726,61,Female,103290,37,Home Decor,Silver,17,4
16727,64,Male,40368,67,Home Decor,Gold,9,5
16728,42,Male,108258,59,Electronics,Gold,13,3
16729,67,Female,32231,48,Fashion,Silver,7,4
16730,31,Female,134602,58,Books,Silver,8,2
16731,23,Female,126596,42,Home Decor,Silver,12,2
16732,29,Male,125776,10,Books,Platinum,9,2
16733,37,Female,96803,16,Home Decor,Silver,7,5
16734,40,Male,146935,49,Books,Gold,11,4
16735,47,Female,149820,93,Home Decor,Silver,9,1
16736,47,Male,90343,82,Groceries,Silver,8,4
16737,55,Male,73409,100,Home Decor,Basic,7,1
16738,47,Female,60175,54,Books,Platinum,14,2
16739,58,Male,24488,99,Home Decor,Silver,12,2
16740,47,Male,139993,62,Books,Gold,9,3
16741,53,Male,21104,66,Electronics,Gold,9,4
16742,66,Female,52329,89,Home Decor,Silver,13,5
16743,51,Male,146871,89,Home Decor,Basic,11,5
16744,33,Male,25815,92,Fashion,Basic,8,2
16745,41,Male,33036,43,Home Decor,Platinum,10,4
16746,31,Female,29941,47,Fashion,Platinum,8,1
16747,43,Female,79472,19,Electronics,Basic,6,3
16748,25,Female,113918,17,Electronics,Basic,9,4
16749,31,Male,35211,86,Fashion,Platinum,14,4
16750,48,Female,99548,82,Fashion,Gold,5,5
16751,19,Female,118504,26,Electronics,Silver,9,3
16752,65,Female,146926,79,Home Decor,Silver,6,5
16753,21,Female,110814,61,Home Decor,Platinum,9,4
16754,18,Male,147657,29,Books,Silver,12,3
16755,37,Female,37266,62,Home Decor,Silver,10,5
16756,31,Female,132861,71,Books,Basic,9,4
16757,57,Female,124464,82,Fashion,Platinum,10,5
16758,42,Female,130278,75,Fashion,Platinum,8,2
16759,42,Male,122637,8,Groceries,Silver,16,3
16760,20,Male,76044,52,Home Decor,Basic,7,2
16761,22,Female,75641,61,Books,Silver,11,5
16762,55,Male,127764,40,Electronics,Gold,9,4
16763,43,Male,30689,25,Fashion,Silver,11,1
16764,57,Female,29519,78,Home Decor,Basic,9,4
16765,55,Male,101628,98,Home Decor,Platinum,13,3
16766,55,Female,98960,10,Groceries,Platinum,7,1
16767,21,Male,93157,80,Home Decor,Silver,9,5
16768,24,Female,120768,52,Fashion,Basic,8,2
16769,47,Male,124229,29,Groceries,Silver,7,2
16770,47,Male,114464,58,Fashion,Gold,11,4
16771,36,Female,71254,51,Groceries,Platinum,7,3
16772,56,Male,100310,70,Home Decor,Basic,7,1
16773,52,Female,111273,8,Books,Platinum,13,3
16774,57,Male,107411,22,Electronics,Silver,10,2
16775,50,Female,118102,44,Groceries,Silver,7,5
16776,50,Male,29822,37,Books,Platinum,7,1
16777,31,Male,72348,63,Books,Basic,13,1
16778,55,Male,60983,87,Home Decor,Platinum,12,5
16779,27,Male,117735,3,Fashion,Basic,9,1
16780,45,Male,51515,45,Groceries,Gold,6,5
16781,31,Female,85627,90,Electronics,Basic,18,2
16782,53,Female,45071,35,Books,Silver,8,3
16783,55,Female,138123,38,Home Decor,Platinum,12,5
16784,33,Female,22610,66,Fashion,Silver,11,2
16785,38,Male,141725,84,Home Decor,Silver,9,5
16786,45,Female,81357,82,Books,Silver,4,1
16787,50,Female,80103,41,Home Decor,Platinum,13,5
16788,23,Male,122034,78,Electronics,Gold,12,4
16789,58,Female,99964,92,Home Decor,Gold,9,1
16790,32,Male,147354,94,Books,Gold,1,4
16791,61,Female,80110,16,Electronics,Silver,9,3
16792,20,Male,141310,50,Home Decor,Gold,15,4
16793,60,Male,82468,36,Electronics,Gold,14,4
16794,64,Male,106448,47,Groceries,Gold,11,1
16795,52,Female,78459,61,Electronics,Gold,7,5
16796,31,Male,20310,82,Electronics,Gold,11,4
16797,19,Female,120397,71,Electronics,Platinum,14,5
16798,46,Male,92846,11,Home Decor,Gold,7,4
16799,21,Male,147737,15,Home Decor,Gold,5,1
16800,43,Male,50151,46,Fashion,Gold,12,5
16801,68,Male,24067,76,Electronics,Basic,10,3
16802,29,Male,104191,63,Electronics,Basic,8,4
16803,19,Male,26310,89,Groceries,Basic,11,3
16804,34,Female,107014,66,Books,Platinum,11,3
16805,52,Male,147381,11,Home Decor,Basic,14,2
16806,27,Male,112477,33,Fashion,Platinum,11,2
16807,65,Female,94948,12,Groceries,Platinum,10,4
16808,39,Female,95593,4,Fashion,Gold,7,5
16809,58,Male,138771,51,Groceries,Basic,10,1
16810,60,Male,67774,84,Home Decor,Silver,15,4
16811,38,Male,115140,90,Books,Platinum,17,1
16812,32,Male,45238,3,Electronics,Platinum,14,4
16813,52,Female,99583,61,Home Decor,Platinum,8,4
16814,65,Female,42231,43,Groceries,Platinum,6,5
16815,38,Female,46499,2,Home Decor,Silver,9,3
16816,38,Female,66068,72,Fashion,Platinum,7,4
16817,38,Female,47946,89,Home Decor,Basic,6,1
16818,61,Male,135749,47,Books,Silver,11,2
16819,49,Female,142510,88,Groceries,Basic,8,5
16820,22,Male,115242,19,Home Decor,Platinum,12,2
16821,56,Female,80696,96,Groceries,Basic,18,4
16822,26,Female,46009,1,Electronics,Gold,9,3
16823,35,Male,25621,66,Books,Silver,13,2
16824,38,Male,32838,12,Groceries,Silver,7,1
16825,25,Male,95831,43,Electronics,Basic,9,4
16826,61,Male,146898,55,Books,Basic,10,2
16827,69,Male,96644,41,Fashion,Gold,11,3
16828,51,Male,35715,98,Groceries,Gold,13,5
16829,27,Female,75200,63,Groceries,Basic,12,1
16830,68,Female,89743,62,Books,Basic,11,3
16831,58,Female,129931,57,Electronics,Gold,3,5
16832,41,Female,81587,90,Fashion,Silver,12,5
16833,57,Female,124945,20,Groceries,Gold,9,5
16834,41,Female,95059,14,Home Decor,Basic,7,1
16835,49,Female,71745,37,Fashion,Platinum,12,3
16836,50,Female,136012,72,Home Decor,Silver,7,2
16837,55,Male,133995,63,Books,Gold,9,4
16838,61,Female,84099,5,Groceries,Silver,9,2
16839,68,Female,133411,43,Electronics,Basic,8,4
16840,66,Male,57644,84,Groceries,Silver,13,2
16841,51,Male,44634,71,Home Decor,Gold,14,4
16842,28,Female,124770,51,Fashion,Basic,14,3
16843,48,Male,58324,69,Books,Gold,21,4
16844,35,Male,38936,41,Electronics,Gold,11,2
16845,40,Male,82864,87,Home Decor,Silver,8,3
16846,39,Male,40934,62,Electronics,Platinum,8,5
16847,60,Female,135065,23,Fashion,Gold,6,3
16848,35,Male,57420,87,Books,Gold,7,4
16849,57,Female,91982,17,Books,Gold,10,5
16850,64,Male,45805,41,Books,Basic,13,3
16851,58,Male,91519,19,Groceries,Silver,10,3
16852,64,Male,100495,29,Home Decor,Silver,11,2
16853,56,Male,53520,4,Electronics,Silver,11,3
16854,37,Male,119737,69,Fashion,Basic,10,1
16855,30,Male,43454,74,Groceries,Basic,10,1
16856,62,Male,115087,14,Home Decor,Silver,11,4
16857,18,Male,88731,37,Books,Silver,11,3
16858,69,Male,27838,42,Electronics,Basic,11,5
16859,21,Female,132079,56,Books,Silver,15,4
16860,41,Female,139099,99,Groceries,Silver,13,4
16861,53,Female,87072,4,Home Decor,Basic,12,2
16862,53,Male,27341,6,Electronics,Basic,9,3
16863,62,Male,101697,11,Home Decor,Silver,6,4
16864,19,Male,107257,87,Fashion,Basic,8,1
16865,45,Female,59605,20,Books,Gold,10,5
16866,43,Male,54490,82,Fashion,Basic,8,2
16867,40,Female,28797,14,Home Decor,Platinum,6,5
16868,32,Female,73288,1,Groceries,Gold,11,4
16869,53,Male,43602,63,Electronics,Basic,10,3
16870,44,Female,80932,87,Electronics,Gold,12,3
16871,23,Male,57207,95,Groceries,Basic,13,3
16872,52,Female,84393,14,Home Decor,Basic,13,5
16873,56,Male,82117,71,Home Decor,Silver,11,2
16874,55,Male,82370,49,Electronics,Basic,11,1
16875,52,Male,48353,6,Home Decor,Platinum,5,2
16876,53,Male,43516,48,Electronics,Gold,6,5
16877,27,Male,20658,61,Electronics,Platinum,17,1
16878,47,Female,30917,23,Fashion,Basic,7,3
16879,58,Male,62420,40,Electronics,Silver,5,1
16880,55,Male,34711,77,Electronics,Platinum,12,5
16881,46,Female,149257,57,Groceries,Basic,7,5
16882,69,Female,92241,22,Books,Silver,9,4
16883,60,Male,127853,18,Fashion,Platinum,7,5
16884,56,Female,86395,33,Home Decor,Silver,11,1
16885,67,Male,137409,75,Home Decor,Platinum,11,4
16886,21,Male,123299,7,Home Decor,Silver,16,3
16887,22,Male,80476,40,Fashion,Silver,7,1
16888,21,Female,50574,93,Fashion,Gold,9,4
16889,53,Male,128376,65,Books,Gold,9,1
16890,62,Male,113684,39,Groceries,Basic,7,4
16891,33,Male,42262,62,Books,Platinum,12,4
16892,42,Male,46870,49,Groceries,Silver,11,5
16893,31,Male,88549,89,Groceries,Basic,7,4
16894,28,Male,86267,34,Books,Gold,7,4
16895,46,Male,71557,90,Groceries,Silver,10,1
16896,51,Female,61352,59,Groceries,Gold,15,3
16897,39,Male,118995,79,Groceries,Platinum,16,3
16898,31,Male,71537,29,Home Decor,Silver,8,5
16899,41,Male,81430,25,Fashion,Silver,7,5
16900,56,Female,108990,60,Groceries,Basic,5,3
16901,43,Female,88437,70,Groceries,Basic,9,4
16902,60,Male,25187,27,Electronics,Gold,12,1
16903,53,Male,72384,68,Fashion,Gold,13,3
16904,56,Female,61571,68,Fashion,Basic,7,1
16905,33,Male,131605,43,Books,Silver,18,4
16906,55,Male,125274,37,Groceries,Basic,8,5
16907,49,Male,21442,50,Fashion,Basic,15,5
16908,23,Male,52012,28,Electronics,Gold,17,5
16909,51,Female,65646,36,Fashion,Gold,6,2
16910,25,Male,75484,85,Groceries,Gold,18,5
16911,47,Female,129664,67,Books,Gold,9,2
16912,44,Male,35323,60,Books,Gold,12,2
16913,24,Female,88449,17,Home Decor,Silver,12,1
16914,44,Male,130757,95,Books,Silver,12,2
16915,42,Male,114144,62,Electronics,Basic,9,5
16916,63,Female,54357,89,Books,Platinum,13,2
16917,58,Male,110270,98,Home Decor,Gold,10,5
16918,32,Female,21072,47,Fashion,Basic,10,4
16919,42,Female,142320,49,Home Decor,Gold,10,1
16920,39,Male,71861,88,Fashion,Gold,8,1
16921,35,Male,122623,98,Home Decor,Silver,9,4
16922,29,Female,118204,23,Electronics,Gold,11,3
16923,40,Female,71392,76,Books,Platinum,10,4
16924,68,Female,25167,88,Electronics,Gold,9,2
16925,62,Male,84091,81,Electronics,Silver,14,3
16926,56,Male,85640,69,Books,Platinum,10,4
16927,42,Male,53729,74,Electronics,Platinum,12,3
16928,27,Female,20280,61,Groceries,Silver,10,3
16929,47,Male,73268,79,Electronics,Gold,13,5
16930,27,Female,39940,78,Home Decor,Basic,18,4
16931,51,Female,99641,39,Electronics,Gold,6,3
16932,63,Female,148871,80,Books,Gold,16,2
16933,30,Male,71840,23,Groceries,Gold,7,3
16934,46,Male,54207,49,Books,Platinum,13,5
16935,55,Female,81000,64,Fashion,Gold,8,3
16936,58,Female,20173,23,Books,Platinum,14,1
16937,62,Female,131344,16,Electronics,Platinum,6,4
16938,26,Female,48932,33,Fashion,Silver,9,3
16939,30,Male,93895,51,Books,Silver,11,1
16940,54,Male,23216,50,Groceries,Silver,6,2
16941,31,Female,86100,80,Fashion,Platinum,7,2
16942,54,Male,32508,66,Home Decor,Gold,12,3
16943,26,Male,55435,30,Fashion,Gold,11,1
16944,25,Male,78706,98,Fashion,Silver,10,1
16945,56,Male,78215,35,Electronics,Gold,8,3
16946,57,Female,98620,59,Books,Basic,3,1
16947,20,Male,84370,27,Fashion,Basic,11,1
16948,64,Female,40043,36,Fashion,Gold,10,4
16949,57,Male,141479,30,Fashion,Basic,9,5
16950,50,Female,127626,54,Books,Silver,7,5
16951,49,Female,32842,36,Groceries,Platinum,4,5
16952,24,Male,122110,61,Books,Basic,4,3
16953,36,Male,67246,33,Groceries,Basic,10,1
16954,51,Male,76481,65,Fashion,Silver,13,3
16955,31,Male,25721,97,Books,Silver,8,5
